6,4,pa2-unknown-j-EM-nav.txt
  383.48,   484.94,   327.91
  390.63,   500.74,   280.07
  397.13,   516.91,   232.31
  411.45,   509.87,   341.39
  418.00,   525.60,   293.72
  424.28,   541.98,   246.40
  358.66,   539.99,   547.58
  328.32,   573.93,   571.52
  297.92,   607.88,   595.35
  390.96,   561.25,   557.40
  360.98,   595.19,   581.60
  330.14,   629.45,   605.53
  392.61,   406.76,   458.03
  363.95,   410.30,   498.53
  335.78,   413.62,   538.62
  422.22,   424.37,   477.67
  394.11,   427.39,   518.25
  365.39,   430.81,   558.43
  469.47,   556.06,   489.49
  516.12,   569.30,   496.25
  563.10,   583.28,   503.14
  480.06,   519.34,   480.35
  526.96,   532.54,   487.24
  573.60,   546.36,   493.59
