16, 150, PA5-K-Unknown-SampleReadingsTest.txt 6
  -51.40,   -15.86,   164.90
   -5.54,    24.27,   111.23
  -46.70,    38.88,   157.27
   42.07,     9.34,   141.28
   31.70,   -25.55,    94.68
    1.57,    38.11,    90.11
   -5.09,   -35.03,   -79.51
   15.69,     2.59,   -44.45
   26.55,    -2.66,  -103.12
   13.51,    -9.86,   -60.25
   30.81,    14.11,   -91.53
  -29.52,    11.25,   -86.48
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -23.68,   -16.86,   127.54
   22.18,    23.26,    73.87
  -18.98,    37.87,   119.91
   69.79,     8.33,   103.92
   59.41,   -26.56,    57.32
   29.29,    37.10,    52.75
  -11.96,   -34.96,   -79.00
    8.53,     2.73,   -43.84
   19.64,    -2.46,  -102.48
    6.46,    -9.72,   -59.66
   23.78,    14.33,   -90.87
  -36.55,    11.22,   -86.06
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -62.30,   -20.45,   167.77
  -16.43,    19.67,   114.10
  -57.60,    34.28,   160.14
   31.17,     4.74,   144.15
   20.80,   -30.15,    97.55
   -9.33,    33.51,    92.98
  -11.00,   -33.12,   -81.29
    9.83,     4.23,   -45.97
   21.01,    -0.91,  -104.59
    7.66,    -8.16,   -61.82
   25.32,    15.80,   -92.92
  -35.05,    13.35,   -88.25
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -32.73,   -19.10,   182.37
   13.13,    21.02,   128.70
  -28.03,    35.63,   174.74
   60.74,     6.09,   158.75
   50.36,   -28.80,   112.15
   20.24,    34.86,   107.58
  -10.76,   -36.30,   -80.15
   10.32,     1.56,   -45.54
   20.42,    -3.92,  -104.33
    7.99,   -10.97,   -61.25
   24.76,    12.93,   -92.87
  -35.48,     9.83,   -87.01
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -24.32,   -47.56,   123.88
   21.55,    -7.44,    70.22
  -19.61,     7.17,   116.25
   69.15,   -22.37,   100.26
   58.78,   -57.26,    53.67
   28.65,     6.40,    49.09
   -9.81,   -33.19,   -79.88
   11.41,     4.20,   -44.85
   21.75,    -0.85,  -103.63
    9.05,    -8.18,   -60.68
   26.17,    15.86,   -92.01
  -34.12,    13.20,   -86.46
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -73.47,   -28.56,    87.40
  -27.60,    11.57,    33.74
  -68.77,    26.18,    79.77
   20.00,    -3.36,    63.79
    9.63,   -38.25,    17.19
  -20.50,    25.40,    12.61
   -9.98,   -35.17,   -81.16
   10.58,     2.64,   -46.18
   21.81,    -2.94,  -104.75
    8.50,    -9.90,   -61.92
   26.00,    13.89,   -93.23
  -34.36,    11.07,   -88.55
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -85.60,   -30.74,    97.27
  -39.73,     9.38,    43.60
  -80.89,    23.99,    89.64
    7.87,    -5.54,    73.65
   -2.50,   -40.44,    27.05
  -32.63,    23.22,    22.48
  -11.41,   -35.78,   -81.07
    9.77,     1.67,   -46.08
   20.56,    -3.80,  -104.75
    7.46,   -10.78,   -61.86
   25.00,    12.95,   -93.19
  -35.35,    10.73,   -88.12
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -76.99,   -58.70,    81.23
  -31.12,   -18.58,    27.57
  -72.28,    -3.97,    73.60
   16.48,   -33.51,    57.61
    6.11,   -68.40,    11.02
  -24.02,    -4.74,     6.44
   -7.31,   -31.30,   -80.97
   13.21,     6.05,   -45.48
   24.35,     1.35,  -104.15
   11.14,    -6.26,   -61.40
   28.51,    18.03,   -92.39
  -31.83,    14.97,   -87.64
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -18.49,   -44.88,   121.50
   27.37,    -4.76,    67.84
  -13.79,     9.85,   113.87
   74.98,   -19.69,    97.89
   64.61,   -54.58,    51.29
   34.48,     9.08,    46.71
   -8.71,   -31.83,   -79.51
   12.03,     5.78,   -44.43
   22.59,     0.81,  -103.18
    9.84,    -6.62,   -60.26
   26.81,    17.57,   -91.56
  -33.46,    14.32,   -86.18
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -82.48,   -65.54,   106.93
  -36.61,   -25.42,    53.26
  -77.77,   -10.81,    99.30
   10.99,   -40.35,    83.31
    0.62,   -75.24,    36.71
  -29.51,   -11.58,    32.14
  -11.09,   -33.71,   -78.60
    9.71,     3.84,   -43.49
   20.17,    -1.03,  -102.27
    7.49,    -8.54,   -59.34
   24.41,    15.71,   -90.62
  -35.85,    12.45,   -85.15
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -85.21,   -48.46,    85.60
  -39.35,    -8.34,    31.94
  -80.51,     6.27,    77.97
    8.26,   -23.27,    61.98
   -2.12,   -58.16,    15.39
  -32.24,     5.50,    10.81
   -7.05,   -35.94,   -77.83
   13.65,     1.79,   -42.85
   24.38,    -3.45,  -101.55
   11.49,   -10.68,   -58.63
   28.60,    13.35,   -89.98
  -31.70,    10.23,   -84.77
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -31.68,   -39.98,   168.22
   14.18,     0.15,   114.56
  -26.98,    14.76,   160.59
   61.79,   -14.78,   144.60
   51.41,   -49.67,    98.01
   21.29,    13.98,    93.43
  -11.24,   -32.42,   -80.70
    9.93,     4.62,   -45.27
   20.87,    -0.28,  -103.96
    7.64,    -7.67,   -61.18
   25.32,    16.34,   -92.22
  -35.05,    14.22,   -87.34
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -52.77,   -35.65,   179.16
   -6.90,     4.47,   125.50
  -48.06,    19.08,   171.53
   40.70,   -10.46,   155.55
   30.33,   -45.35,   108.95
    0.20,    18.31,   104.37
   -5.85,   -34.29,   -80.24
   15.51,     3.05,   -45.23
   25.88,    -2.13,  -104.00
   13.11,    -9.34,   -61.05
   30.37,    14.58,   -92.40
  -29.94,    12.21,   -86.90
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -59.69,   -12.02,   156.92
  -13.83,    28.11,   103.25
  -54.99,    42.72,   149.29
   33.78,    13.18,   133.30
   23.40,   -21.71,    86.70
   -6.72,    41.94,    82.13
  -12.14,   -31.94,   -81.16
    8.92,     5.19,   -45.75
   19.74,     0.40,  -104.47
    6.65,    -7.10,   -61.66
   24.12,    17.03,   -92.72
  -36.22,    14.58,   -87.70
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -25.76,   -11.40,   121.75
   20.11,    28.72,    68.08
  -21.05,    43.33,   114.12
   67.71,    13.80,    98.13
   57.34,   -21.10,    51.53
   27.21,    42.56,    46.96
   -5.06,   -33.86,   -81.21
   15.81,     3.91,   -46.38
   26.16,    -1.33,  -105.15
   13.57,    -8.57,   -62.15
   30.43,    15.48,   -93.61
  -29.83,    12.25,   -88.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -71.47,   -30.76,   106.84
  -25.60,     9.36,    53.17
  -66.76,    23.97,    99.21
   22.00,    -5.56,    83.22
   11.63,   -40.46,    36.63
  -18.50,    23.20,    32.05
   -9.24,   -35.22,   -81.27
   11.63,     2.27,   -46.13
   22.22,    -2.70,  -104.88
    9.40,   -10.11,   -61.98
   26.50,    14.03,   -93.24
  -33.79,    11.03,   -87.92
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -66.27,   -13.47,   154.39
  -20.40,    26.66,   100.72
  -61.57,    41.27,   146.75
   27.20,    11.73,   130.77
   16.83,   -23.16,    84.17
  -13.30,    40.50,    79.59
  -12.51,   -33.64,   -80.83
    8.17,     3.48,   -45.19
   19.25,    -1.00,  -103.88
    6.04,    -8.76,   -61.16
   23.48,    15.61,   -92.06
  -36.86,    12.76,   -87.28
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -48.19,   -46.06,   155.81
   -2.33,    -5.94,   102.15
  -43.49,     8.67,   148.18
   45.28,   -20.87,   132.19
   34.90,   -55.76,    85.60
    4.78,     7.90,    81.02
   -6.62,   -35.42,   -78.74
   14.50,     2.10,   -43.78
   24.94,    -3.11,  -102.54
   12.18,   -10.33,   -59.58
   29.32,    13.64,   -90.96
  -30.97,    10.93,   -85.49
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -43.40,   -28.10,   185.65
    2.47,    12.02,   131.98
  -38.69,    26.63,   178.02
   50.07,    -2.91,   162.03
   39.70,   -37.80,   115.43
    9.57,    25.86,   110.86
   -6.08,   -33.71,   -78.82
   14.47,     3.44,   -43.13
   25.67,    -1.01,  -101.81
   12.39,    -8.80,   -59.11
   29.85,    15.61,   -89.97
  -30.50,    12.63,   -85.31
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
