6, 12, pa1-unknown-k-empivot.txt
  154.34,   217.46,   215.56
  123.05,   253.50,   234.56
   91.73,   290.47,   252.65
  186.39,   238.10,   231.97
  154.77,   273.59,   250.99
  122.93,   309.63,   269.40
  257.25,   189.61,   204.55
  305.42,   188.66,   223.08
  353.41,   187.86,   241.77
  243.09,   192.78,   241.67
  291.25,   191.83,   260.20
  339.22,   190.77,   278.83
  254.33,   181.56,   192.13
  304.17,   172.56,   199.78
  353.86,   163.87,   207.99
  249.38,   184.72,   231.61
  299.22,   175.66,   239.27
  348.90,   166.61,   247.42
  237.39,   233.60,   203.61
  282.33,   257.85,   199.09
  326.84,   282.98,   193.67
  256.52,   199.06,   198.90
  301.41,   223.33,   194.67
  345.94,   248.40,   189.60
  192.45,   243.56,   221.74
  192.53,   285.18,   252.16
  192.06,   326.37,   281.70
  211.95,   225.23,   249.27
  212.01,   266.89,   279.14
  211.54,   308.06,   308.17
  193.44,   208.74,   256.42
  196.41,   208.95,   306.24
  199.27,   209.00,   356.39
  216.21,   176.36,   252.95
  219.12,   176.66,   303.46
  221.93,   176.69,   354.28
  148.11,   190.33,   192.36
  100.73,   207.58,   187.41
   54.09,   226.52,   182.14
  160.23,   227.16,   206.62
  112.85,   244.91,   201.40
   66.19,   264.78,   195.10
  232.19,   222.76,   241.55
  273.53,   247.01,   261.68
  314.54,   271.59,   280.87
  254.51,   210.13,   210.17
  295.89,   234.48,   230.45
  336.99,   259.30,   249.81
  217.01,   228.72,   245.13
  229.07,   247.31,   291.02
  240.75,   265.84,   336.25
  211.35,   193.06,   257.93
  223.51,   211.87,   304.51
  235.35,   230.56,   350.53
  198.36,   192.02,   151.86
  207.54,   207.79,   107.02
  217.32,   225.94,    61.44
  222.59,   221.41,   167.55
  231.32,   236.99,   122.17
  240.17,   254.90,    75.63
  231.83,   208.89,   249.08
  267.52,   234.75,   276.89
  302.86,   260.71,   303.71
  243.65,   227.12,   217.66
  279.38,   252.90,   245.19
  314.74,   279.04,   271.74
  208.37,   242.83,   226.50
  224.82,   289.84,   230.91
  240.89,   336.95,   234.76
  228.63,   236.38,   192.39
  245.16,   283.75,   196.73
  261.31,   331.40,   200.53
